怪物特殊0002(886),0x0142C64A
庆龙音刃(2489),0x02380808
听霜雅韵(2487),0x023811CC
朔月华章(2485),0x02382168
济岚音刃(2484),0x023826B8
中平音刃(2480),0x023836AE
惊弦华章(2476),0x02384AF2
红鸾音刃(2475),0x02384F72
地崖音刃(2471),0x02385E8C
松风雅韵(2468),0x02386D16
悲秋华章(2466),0x02387306
语光音刃(2464),0x02387D66
弥纱音刃(2462),0x02388484
初元音刃(2459),0x023A9A24
天帝宝库-驱除火(2458),0x023A9C60
天帝宝库-驱除冰(2457),0x023A9F4E
天帝宝库-冰火兽火(2456),0x023AA224
天帝宝库-冰火兽冰(2455),0x023AA5CA
石柱图腾(2454),0x023AA90E
影舞·极(2453),0x023AAD92
一闪(2452),0x023AB14A
天诛(2451),0x023AB7E2
无想(2450),0x023ABB5A
分筋(2445),0x023AD6C8
杀域(2444),0x023ADB82
斗杀(2443),0x023AE0C6
龙切(2442),0x023AE3F6
牙袭(2441),0x023AE726
影舞·魂(2438),0x023AF3A2
鬼幕(2436),0x023AFED6
突杀(2434),0x023B0E10
雷切(2433),0x023B1204
猎袭(2432),0x023B1560
延命(2429),0x023B2072
乘崩(2427),0x023B29AC
瞬杀(2425),0x023B3326
鬼切(2424),0x023B36F8
潜袭(2423),0x023B3B2E
影舞·形(2420),0x023B4718
迷踪(2418),0x023B4D18
血毒(2417),0x023B52D8
侵杀(2414),0x023B6158
风切(2413),0x023B6504
血刃(2412),0x023B6850
猛袭(2411),0x023B6E56
神之领域防御型态(2410),0x023B715A
神之领域攻击形态(2409),0x023B74DA
阵营群体恢复生命并加强攻击(2408),0x023B785A
鱼人boss用技能(2407),0x023B7C78
随机buffid的流血(2406),0x023B7FB0
可控制时间的反震(2405),0x023B83A4
伤害加深(2404),0x023B8804
范围内2人变树人(2403),0x023B8ABC
恭喜发财(2402),0x023B8E00
闹元宵(2401),0x023B90CC
照妖镜-年兽(2400),0x023B937A
春节爆竹炸黑(2399),0x023B9610
变身大石头(2393),0x023D90C2
拜年的冲动(2388),0x023D9F06
撒豆驱鬼(2387),0x023DA1D2
点石成金(2386),0x023DA4C8
任务用召唤爆竹(2385),0x023DA6F6
虎虎生威(2384),0x023DAA2A
任务用召唤(2383),0x023DACA0
捆仙缚灵(2382),0x023DAFD4
鹞子翻身(2381),0x023DB2FE
混沌领域(2380),0x023DB636
天空之城-四大圣兽(2379),0x023DB942
三界BOSS技能2(2378),0x023DBD08
真视(2377),0x023DC288
雪孩子的祝福(2376),0x023DC56E
三界BOSS技能1(2363),0x023DE5DE
雪孩子的祝福(2362),0x023DE926
针对160生效的群攻(2361),0x023DEF0A
斧圣(2360),0x023DF3A4
弓神(2359),0x023DF834
召唤_雪狐_烈(2358),0x023DFBD2
召唤_雪狐_武(2357),0x023DFF1A
召唤兽控制(2356),0x023E022E
返乡术(2354),0x023E0722
轮回池指定坐标传送6(2353),0x023E0D1E
轮回池指定坐标传送5(2352),0x023E10E8
妖天魅舞(2351),0x023E143E
游乐技能躲闪(2350),0x023E1640
游乐技能命中(2349),0x023E190A
轮回池指定坐标传送4(2348),0x023E1C40
轮回池指定坐标传送3(2347),0x023E1F96
轮回池指定坐标传送2(2346),0x023E22DE
轮回池指定坐标传送1(2345),0x023E2624
草庙村魔化普智技能4(2344),0x023E296C
草庙村魔化普智技能3(2343),0x023E2CEA
小凡磕头(2342),0x023E316C
眩晕攻击(2341),0x023E33BA
魅惑攻击(2340),0x023E367E
真武剑阁6boss技能12(2339),0x023E392A
真武剑阁6boss技能11(2338),0x023E3CA6
真武剑阁6boss技能10(2337),0x023E4022
真武剑阁6boss技能9(2336),0x023E4348
真武剑阁6boss技能8(2335),0x023E46C4
真武剑阁6boss技能7(2334),0x023E49EA
真武剑阁6boss技能6(2333),0x0240002A
真武剑阁6boss技能5(2332),0x02400388
真武剑阁6boss技能4(2331),0x024006AE
真武剑阁6boss技能3(2330),0x024009D4
真武剑阁6boss技能2(2329),0x02400D32
真武剑阁6boss技能1(2328),0x02401076
村长清除自身效果(2318),0x0240643A
草庙村魔化普智技能2(2269),0x02425C52
草庙村魔化普智技能1(2268),0x02425FF6
草庙村苍松技能3(2265),0x02427014
神剑御雷真诀(2264),0x024273F4
草庙村苍松自残(2263),0x02427916
四濯：烈(2260),0x02427F2E
三叹：烈(2259),0x02428348
双娇：烈(2258),0x024286AC
孤星：烈(2257),0x024289E0
四濯：武(2256),0x02428C62
三叹：武(2255),0x02429008
双娇：武(2254),0x0242936C
孤星：武(2253),0x024296A0
斗神祭：烈(2252),0x0242993A
天雷落：烈(2251),0x02429CE6
鬼斧袭：烈(2250),0x0242A186
血魂震：烈(2249),0x0242A440
斗神祭：武(2248),0x0242A86E
天雷落：武(2247),0x0242AC1A
鬼斧袭：武(2246),0x0242B0BA
血魂震：武(2245),0x0242B374
镇龙击II(2244),0x0242B846
退魔矢II(2243),0x0242BEA8
眩光矢II(2242),0x0242C448
碎刃II(2238),0x0242CE78
破煞II(2237),0x0242D1FA
破坚II(2236),0x0242D77E
履尾II(2235),0x0242DD0C
双飞火II(2234),0x0242E118
凝血矢II(2233),0x0242E7EA
狼牙矢II(2232),0x0242EBF6
杀戮II(2229),0x0242F42A
裂空II(2228),0x0242F9BC
缠龙II(2227),0x0242FEFA
暗伤II(2226),0x0243033E
苦行II(2225),0x024306FC
沧澜破II(2224),0x02430B18
空灵闪II(2223),0x02430E26
星芒击II(2222),0x02431218
百烈II(2219),0x02431960
战歌II(2218),0x02431DA2
虎啸II(2217),0x02432220
雷霆II(2216),0x024327F6
怒喝II(2215),0x02432CDA
召唤_龙须虎(2214),0x02433122
召唤_砂河鼋(2213),0x024335E4
召唤_邙山熊(2212),0x024339B4
召唤_雷泽牯(2211),0x02433D0C
召唤_苍原狼(2210),0x02434084
召唤_醉芙蓉(2209),0x0243443C
召唤_梦梧桐(2208),0x0243485E
召唤_留客住(2207),0x02434CB4
召唤_戮须子(2206),0x0243508A
赤乌·退魔矢·曦日(6874),0x02459478
赤乌·退魔矢·皓月(6873),0x0245990A
赤乌·退魔矢·萤矩(6872),0x02459D9C
赤乌·三昧真火·曦日(6862),0x0245B02A
赤乌·三昧真火·皓月(6861),0x0245B630
赤乌·三昧真火·萤矩(6860),0x0245BC2E
赤乌·狱火炼志·曦日(6850),0x0245CF94
赤乌·狱火炼志·皓月(6849),0x0245D504
赤乌·狱火炼志·萤矩(6848),0x0245DA74
赤乌·相思·曦日(6838),0x0245EDAC
赤乌·相思·皓月(6837),0x0245F1B4
赤乌·相思·萤矩(6836),0x0245F5BC
赤乌·破魔秘言·曦日(6826),0x0246078C
赤乌·破魔秘言·皓月(6825),0x02460C94
赤乌·破魔秘言·萤矩(6824),0x024611A8
赤乌·天诛剑气·曦日(6814),0x024624A0
唤灵诀(2205),0x0247CCE6
精英冷却(2204),0x0247CFB4
痛苦无常(2203),0x0247D45C
恶魔凝视(2202),0x0247D7D2
恶魔诅咒(2201),0x0247DAB8
连续之刃(2200),0x0247DEC4
猎手钉刺(2199),0x0247E2D8
冰霜震杀(2198),0x0247E6CC
求生本能(2197),0x0247EA10
剔骨匕首(2196),0x0247EDF4
狂热匕首(2195),0x0247F226
圣光无敌(2194),0x0247F524
圣言祝福(2193),0x0247F7E4
圣光降临(2192),0x0247FBA6
勇猛盾墙(2191),0x0247FEEA
斩杀之剑(2190),0x024803A0
雷霆一击(2189),0x024806BC
狐影术(2188),0x024808EC
可控制范围伤害的自爆(2182),0x02481A42
竞技场-Buff-5(2181),0x02481E80
竞技场-Buff-4(2180),0x0248228E
竞技场-Buff-3(2179),0x0248260C
竞技场-Buff-2(2178),0x02482980
竞技场-Buff-1(2177),0x02482D0E
测试照妖镜(2176),0x02483144
森罗三笑II(2073),0x024BF39C
怨鬼心魔II(2072),0x024BF912
天地同寿II(2071),0x024BFD6C
慈航普渡II(2070),0x024C039A
天机印II(2065),0x024C170A
五气朝元II(2064),0x024C1BB6
巫毒斗瘴II(2063),0x024C1FA6
往生咒II(2060),0x024C2C3A
修罗斩II(2059),0x024C3110
枯木咒II(2058),0x024C3592
七劫斩龙诀II(2055),0x024C4292
幽泉鬼步II(2053),0x024C4B98
归灵秘印II(2052),0x024C5086
四大皆空II(2050),0x024C599A
旋龙幻杀II(2049),0x024C5F18
寒冰刃II(2048),0x024C64BE
破云II(2046),0x024C6D12
天诛剑气II(2045),0x024C7258
逍遥游II(2044),0x024C773C
格斗活动-改变变量2(2043),0x024C7C8A
格斗活动-改变变量1(2042),0x024C8344
佛之守护(2040),0x024C8BB8
魔之守护(2038),0x024C9B72
道之守护(2036),0x024CAB2C
凤舞九天(2034),0x024CBAAA
飞龙在天(2033),0x024CC08A
街头霸王-Bison(2032),0x024CC6C6
街头霸王-Zangief(2031),0x024CCA00
街头霸王-Blanka(2030),0x024CCD9A
街头霸王-Sagat(2029),0x024CD0EA
街头霸王-Feilong(2028),0x024CD3CE
街头霸王-Dan(2027),0x024CD6F6
街头霸王-Barlog(2026),0x024CDAAE
街头霸王-Guile(2025),0x024CDCEC
街头霸王-Vega(2024),0x024CDFF2
街头霸王-Chunli(2023),0x024CE382
街头霸王-Ken(2022),0x024CE6BC
街头霸王-Ryu(2021),0x024CEA2E
飞升Boss3号(2020),0x024CECA4
飞升Boss2号(2019),0x024CF30E
飞升Boss1号(2018),0x024CF856
对指定等级造成伤害(2017),0x024CFC48
群体固定伤害(2015),0x024D0BD4
复制(2014),0x024D0F08
命运之光(2013),0x024F019C
封神之证(2012),0x024F0594
竞技场无敌(2011),0x024F09EC
网吧命中躲闪(2010),0x024F0C0E
网吧持续回蓝(2009),0x024F0EC0
网吧持续回红(2008),0x024F115E
网吧持续经验(2007),0x024F13FE
VIP龟灵(2006),0x024F168C
VIP虎魄(2005),0x024F191C
楚汉战场-刘邦(2004),0x024F1C14
楚汉战场-项羽(2003),0x024F21D2
测试群体医疗卷轴(2002),0x024F2824
收集(2001),0x024F2B68
龙舟自身加速(1994),0x024F3666
龙舟自身减速(1993),0x024F39DC
坚兵精通(1979),0x024F51C6
捕捉(1970),0x024F62F4
楚汉女兵D(1969),0x024F65A8
楚汉女兵C(1968),0x024F6FF0
楚汉女兵B(1967),0x024F73A8
楚汉女兵A(1966),0x024F77F4
楚汉弓兵D(1965),0x024F7D76
楚汉弓兵C(1964),0x024F80AA
楚汉弓兵B(1963),0x024F8560
楚汉弓兵A(1962),0x024F8C32
楚汉武斗D(1961),0x024F9176
楚汉武斗C(1960),0x024F95D2
楚汉武斗B(1959),0x024F9A8C
楚汉武斗A(1958),0x024FA0FE
楚汉骑兵D(1957),0x024FA5CC
楚汉骑兵C(1956),0x024FAAD0
楚汉骑兵B(1955),0x024FAF9A
楚汉骑兵A(1954),0x024FB48C
楚汉枪兵D(1953),0x024FB9D2
楚汉枪兵C(1952),0x024FBF96
楚汉枪兵B(1951),0x024FC3E4
楚汉枪兵A(1950),0x024FC84E
楚汉刀兵D(1949),0x0251A02A
楚汉刀兵C(1948),0x0251A4CC
楚汉刀兵B(1947),0x0251A9E2
楚汉刀兵A(1946),0x0251AF04
冲虚(1945),0x0251B384
含章(1944),0x0251B6C6
无为(1943),0x0251BA0A
散尽(1942),0x0251BD2E
还神(1941),0x0251C062
猛击(1940),0x0251C4AA
破甲(1939),0x0251C9EC
燃烧(1938),0x0251CECC
回春(1937),0x0251D200
荆棘(1936),0x0251D542
坚盾(1935),0x0251D844
新手奖测试1(1933),0x0251DBFE
凌霄副本宝箱(1932),0x0251E004
可控制时间次数的无敌(1931),0x0251E2E8
血饮天晶(1930),0x0251E5DE
测试技能E(1929),0x0251EA8A
测试技能D(1928),0x0251ED6A
游乐Buff加攻击(1926),0x0251F940
传送术(1925),0x0251FC56
星河寂灭(1924),0x0251FEF8
糖果糖果(1923),0x025202BE
龙须虎(1922),0x0252062C
天衍阵(1913),0x02523560
双飞火(1910),0x0252428A
留客住(1896),0x02527CD4
凝血矢(1892),0x02528C0A
百烈(1872),0x02551036
战歌(1871),0x025513F2
豪血(1869),0x02551C90
龙光(1866),0x025526B4
雷霆(1854),0x025557A2
风息(1851),0x025565E2
履尾(1850),0x02556992
虎力(1848),0x02556FAC
苦行(1847),0x0255737A
怒喝(1845),0x02557970
#N/A(1839),0x02558A20
九人团CP00(1838),0x02558F8A
天缘之舞(1837),0x02559294
天缘之舞(1836),0x025594CA
九人团CP92(1835),0x02559718
九人团CP91(1834),0x025599FE
九人团CP82(1833),0x02559DEE
九人团CP81(1832),0x0255A242
九人团CP72(1831),0x0255A66A
九人团CP71(1830),0x0255A958
九人团CP62(1829),0x0255AD60
九人团CP61(1828),0x0255B12C
九人团CP52(1827),0x0255B53E
九人团CP51(1826),0x0255B860
九人团CP42(1825),0x0255BC1C
九人团CP41(1824),0x0255BF30
九人团CP32(1823),0x0255C33E
九人团CP31(1822),0x0255C652
九人团CP22(1821),0x0257DD3E
九人团CP21(1820),0x0257E046
九人团CP12(1819),0x0257E44E
九人团CP11(1818),0x0257E724
九人团CA4(1817),0x0257EAE0
九人团CA3(1816),0x0257EEE8
九人团CA2(1815),0x0257F34E
九人团CA1(1814),0x0257F79C
永结同心(1813),0x0257FC24
伉俪情深(1811),0x025803FE
九人团BC2(1809),0x02580C2E
九人团BC1(1808),0x02580F8C
九人团BB2(1807),0x0258133C
九人团BB1(1806),0x0258169A
九人团BA2(1805),0x02581980
九人团BA1(1804),0x02581C30
九人团BT1(1803),0x02581FA0
百分比自爆(1802),0x025822F6
聚血凝元(1801),0x0258251E
特技：阴阳判(1800),0x025828EA
特技：天魔刃(1799),0x02582C00
特技：琉璃杖(1798),0x02582ED6
特技：倾世环(1797),0x025831EE
特技：玉玄剑(1796),0x02583514
元宵祝福：坤(1794),0x02583FA0
元宵祝福：乾(1793),0x025843C2
捆仙缚神(1792),0x02584802
自身清除负面状态(1790),0x02584B34
自身技能躲闪上升祝福(1789),0x02584DEC
群体可选择范围时间魅惑(1788),0x0258512E
群体可选择范围下降气血上限(1787),0x0258545C
群体可选择范围时间定身(1786),0x02585802
自身攻击祝福(1785),0x02585B30
群体不能普通攻击(1784),0x02585E54
群体可选择时间范围眩晕(1783),0x02586198
单体禁食眩晕攻击(1782),0x025864DE
群体清空真气并造成伤害(1781),0x0258686C
群体真气不足造成伤害(1780),0x02586BEC
按比例恢复生命(1779),0x02586F64
目标单体指定伤害攻击(1778),0x02587296
践踏(1777),0x025876E4
以目标为中心群攻(1776),0x02587B88
自身为中心群攻(1775),0x02588002
测试技能C(1774),0x02588554
测试技能B(1773),0x025888D8
测试技能A(1772),0x02588BF4
春节用怪群体流血(1771),0x02588EE8
混沌宝箱群体攻击(1769),0x02589C5A
九人团AP2(1767),0x0258A0CC
九人团AP1(1766),0x0258A4F2
九人团AB1(1765),0x0258A84C
九人团AT2(1764),0x0258AC04
九人团AA1(1763),0x0258AF62
九人团AT1(1762),0x0258B376
鬼道转鬼鬼(1760),0x0258B6F6
鬼王转鬼鬼(1759),0x0258BAA2
鬼道转非鬼(1758),0x0258BE4E
鬼王转非鬼(1757),0x0258C26E
非鬼转鬼道(1756),0x025AC178
非鬼转天音(1755),0x025AC598
非鬼转鬼王(1754),0x025AC9B8
非鬼转合欢(1753),0x025ACCB4
非鬼转青云(1752),0x025ACF84
百分比加固定值流血(1751),0x025AD2FC
通用单体百分比流血(1750),0x025AD6BE
召唤兽控制(1749),0x025AD9F2
灵力理解(1748),0x025ADD1C
测试技能天选新效果触发(1747),0x025AE228
万剑归宗(1746),0x025AF28A
厉天战舞(1745),0x025AF97C
碧天炫舞(1744),0x025AFBB2
玄天云舞(1743),0x025AFDE8
测试技能用武器变色(1742),0x025B001E
完美变身(1741),0x025B02FC
死亡一指(1740),0x025B0720
清除无敌技能(1739),0x025B09F0
剧情战场_万剑谱3(1738),0x025B0C5E
剧情战场_万剑谱2(1737),0x025B0FA4
剧情战场_万剑谱1(1736),0x025B1294
剧情战场_幻魔之魂2(1735),0x025B1584
剧情战场_幻魔之魂(1734),0x025B1946
剧情战场_魔魂2(1733),0x025B1CD0
剧情战场_魔魂(1732),0x025B1FE2
剧情战场_魔戾(1731),0x025B234E
剧情战场_道玄真人3(1730),0x025B2694
剧情战场_道玄真人2(1729),0x025B2A94
剧情战场_道玄真人1(1728),0x025B2E50
剧情战场_剑魂2(1727),0x025B31BC
剧情战场_剑魂(1726),0x025B34E8
剧情战场_灵袖(1723),0x025B3AA0
剧情战场_勾武(1722),0x025B3E60
降魔金杵(1721),0x025B41CE
南明离火(1720),0x025B455A
仙魔入门_九幽煞魔2(1719),0x025B4884
仙魔入门_九幽煞魔1(1718),0x025B4BDE
仙魔入门_扶桑木精2(1717),0x025B4E78
仙长生酒(1716),0x025B5132
仙忘情水(1715),0x025B5510
荣耀之证(1714),0x025B59DE
师徒合剂(1712),0x025B670E
反制庇佑(1711),0x025B6B1A
幽击：暗(1709),0x025B793C
碎刃：暗(1708),0x025B7E32
沙铠：暗(1707),0x025B8234
逆魔：暗(1706),0x025B8680
曾记否：暗(1705),0x025B8DBC
再回首：暗(1704),0x025B91C4
晚来秋：暗(1703),0x025B9692
几多愁：暗(1702),0x025B9AF8
舍身大愿：暗(1701),0x025BA072
轮回幻境：暗(1700),0x025BA5EA
天外佛光：暗(1699),0x025BA9A8
破魔迦蓝：暗(1698),0x025BAE36
空返：暗(1697),0x025BB592
九变：暗(1696),0x025BBB2C
奈何：暗(1695),0x025BBE34
龙啸：暗(1694),0x025BC228
五雷天劫：暗(1693),0x025BC702
太阴冰咒：暗(1692),0x025DE430
幻光圣天：暗(1691),0x025DE934
八荒真火：暗(1690),0x025DEE0C
幽击：梵(1689),0x025DF28C
碎刃：梵(1688),0x025DF764
沙铠：梵(1687),0x025DFBC8
逆魔：梵(1686),0x025E0018
曾记否：梵(1685),0x025E073C
再回首：梵(1684),0x025E0B26
晚来秋：梵(1683),0x025E1056
几多愁：梵(1682),0x025E14C0
舍身大愿：梵(1681),0x025E1A22
轮回幻境：梵(1680),0x025E1F7C
天外佛光：梵(1679),0x025E239C
破魔迦蓝：梵(1678),0x025E2914
空返：梵(1677),0x025E3058
九变：梵(1676),0x025E360C
奈何：梵(1675),0x025E3922
龙啸：梵(1674),0x025E3D1A
五雷天劫：梵(1673),0x025E41BC
太阴冰咒：梵(1672),0x025E4660
幻光圣天：梵(1671),0x025E4AD8
八荒真火：梵(1670),0x025E4FB4
幽击：妙(1669),0x025E541C
碎刃：妙(1668),0x025E58DC
沙铠：妙(1667),0x025E5CDE
逆魔：妙(1666),0x025E61D8
曾记否：妙(1665),0x025E68FC
再回首：妙(1664),0x025E6C78
晚来秋：妙(1663),0x025E7146
几多愁：妙(1662),0x025E765A
舍身大愿：妙(1661),0x025E7BBC
轮回幻境：妙(1660),0x025E80FE
天外佛光：妙(1659),0x025E84BC
破魔迦蓝：妙(1658),0x025E89F8
空返：妙(1657),0x025E913C
九变：妙(1656),0x025E96D6
奈何：妙(1655),0x025E99A6
龙啸：妙(1654),0x025E9E48
五雷天劫：妙(1653),0x025EA30A
太阴冰咒：妙(1652),0x025EA740
幻光圣天：妙(1651),0x025EAB1E
八荒真火：妙(1650),0x025EB0A4
幽击：霸(1649),0x025EB50C
碎刃：霸(1648),0x025EBA02
沙铠：霸(1647),0x025EBE04
逆魔：霸(1646),0x025EC1C4
曾记否：霸(1645),0x025EC946
再回首：霸(1644),0x025ECD4E
晚来秋：霸(1643),0x025ED252
几多愁：霸(1642),0x025ED69E
舍身大愿：霸(1641),0x025EDC5E
轮回幻境：霸(1640),0x025EE1D6
天外佛光：霸(1639),0x025EE592
破魔迦蓝：霸(1638),0x025EE9D0
空返：霸(1637),0x025EF09E
九变：霸(1636),0x025EF638
奈何：霸(1635),0x025EF930
龙啸：霸(1634),0x025EFD5A
五雷天劫：霸(1633),0x025F027A
太阴冰咒：霸(1632),0x025F073C
幻光圣天：霸(1631),0x025F0B1A
八荒真火：霸(1630),0x025F0F66
仙魔入门_三味真火(1629),0x025F13F4
仙魔入门_三味真火(1628),0x02614E66
仙魔入门_心魔加血透明怪(1627),0x026152E2
仙魔入门_杂念化身(1626),0x02615748
仙魔入门_心魔化身2(1625),0x02615AB4
仙魔入门_心魔化身1(1624),0x02615DE8
仙魔入门_丹炉加血透明怪(1623),0x02616114
仙魔入门_丹炉(1622),0x0261657A
仙魔入门_扶桑木精(1621),0x026168B0
仙魔入门_剑心(1620),0x02616CC4
师徒任务怪技能类型B(1619),0x02617030
师徒任务怪技能类型A(1618),0x026174AC
明月之祝(1617),0x02617918
清风之祝(1616),0x02617C98
碎魂天袭II(1596),0x0261B0BE
摩诃心经II(1594),0x0261BBB2
天仙护体II(1590),0x0261D27A
真元护体II(1589),0x0261D728
金光舍利(1581),0x0261FF06
战天舍利(1580),0x0262027E
因果之念(1579),0x0262063E
枯荣之念(1578),0x026209FC
明镜灵台(1577),0x02620E92
佛尊庇佑(1576),0x02621264
雷音天怒(1575),0x0262195C
无相无我(1574),0x02621ED2
炼狱魔劫(1573),0x02622728
百蛊啖魂II(1571),0x02622F70
缚足蛇蛊II(1570),0x02623778
佛光普照II(1567),0x02624BD0
大悲咒II(1566),0x02625040
赤乌·天诛剑气·皓月(6813),0x02645560
赤乌·天诛剑气·萤矩(6812),0x02645ADC
赤乌·天魔舞·曦日(6802),0x02646E54
赤乌·天魔舞·皓月(6801),0x0264736E
赤乌·天魔舞·萤矩(6800),0x02647888
五花大绑(6790),0x02648D7E
牛刀小试(6789),0x02648F50
2016国庆变身(6788),0x02649122
2016国庆佳肴6(6787),0x026492EA
2016国庆佳肴5(6786),0x026494B2
2016国庆佳肴4(6785),0x0264967A
2016国庆佳肴3(6784),0x02649842
2016国庆佳肴2(6783),0x02649A0A
2016国庆佳肴1(6782),0x02649BD2
废弃(6780),0x02649F88
桐影疏风II(6758),0x0264E574
白雨跳珠II(6755),0x0264ED82
潇潇雨歇II(6753),0x0264F1E0
穿林打叶II(6752),0x0264F624
骤雨逐风II(6751),0x0264FAE8
铁马冰河II(6750),0x0264FF32
天外飞仙II(1564),0x0266F79A
寒霜剑气II(1563),0x0266FC96
云雨II(1562),0x026701A4
山盟II(1561),0x02670698
聚灵咒II(1559),0x02670FF4
猛火咒II(1558),0x02671454
火焰刀II(1557),0x026718D4
幻灭(1556),0x02671DFE
逆刃(1555),0x02672384
祭魂(1554),0x0267289E
同归(1553),0x02672CB2
慈航法愿II(1542),0x0267552E
怒剑狂花II(1538),0x02676636
江南II(1536),0x026771BC
缠绵II(1535),0x02677748
祈福II(1534),0x02677A22
苍劫阵II(1533),0x02677EE2
噬血斩II(1532),0x0267830A
失魂斩II(1531),0x02678814
碧海情痴(1519),0x0267C018
情意绵绵刀(1518),0x0267C4A8
郎情妾意剑(1517),0x0267C8B8
一夏清凉(1516),0x0267CC9C
凡尘物华(1515),0x0267D10C
碧海痴情(1514),0x0267D54C
傲剑无痕(1513),0x0267DA12
奥运河阳路障(1512),0x0267DE80
测试给目标上光环buff(1504),0x0267FE46
单体传送术_河阳任务管理员处(1503),0x02680152
风驰电掣(1502),0x0268043A
闪光之耀：你秀(1501),0x026807E4
闪光之耀：迎刃(1500),0x0269F616
闪光之耀：欢跃(1499),0x0269FA80
闪光之耀：京韵(1498),0x0269FF22
闪光之耀：北风(1497),0x026A03AA
亮银一闪：你秀(1496),0x026A0814
亮银一闪：迎刃(1495),0x026A0C86
亮银一闪：欢跃(1494),0x026A10F8
亮银一闪：京韵(1493),0x026A15A2
亮银一闪：北风(1492),0x026A1A32
自身为中心的群体回城术(1491),0x026A1EC0
烁金一闪：你秀(1490),0x026A2196
烁金一闪：迎刃(1489),0x026A2512
烁金一闪：欢跃(1488),0x026A288E
烁金一闪：京韵(1487),0x026A2C42
烁金一闪：北风(1486),0x026A2FDC
对宠物无效的百分比群体流血(1485),0x026A3374
瞄准射击(1484),0x026A38F2
勾拳(1483),0x026A3C1C
摆拳(1482),0x026A4116
直拳(1481),0x026A45F2
群体加抗(1477),0x026A4AAE
圣焰光芒：炬舞(1476),0x026A5012
圣焰光芒：火印(1475),0x026A5452
圣焰光芒：运道(1474),0x026A58E6
圣焰光芒：奥秘(1473),0x026A5D44
奥运障碍物群体传送(1472),0x026A6290
自虐专用(1471),0x026A65FA
群体反震(1470),0x026A68B2
奥运障碍物群体减速(1469),0x026A6C14
百分比群体流血(1468),0x026A6F7C
传送回城(1467),0x026A7338
凶残的毒蝙蝠(1466),0x026A75FE
奥运障碍物传送(1465),0x026A7988
奥运障碍物晕眩(1464),0x026A7CD0
菜刀技能2(1463),0x026A7FC0
菜刀技能1(1462),0x026A8324
盖世一击(1461),0x026A868E
兽妖攻城塔技能(1460),0x026A893C
WHOSYOURDADDY(1459),0x026A8C0A
汲取<通用>(1458),0x026A8E7A
修整<通用>(1457),0x026A92BA
蛮力<通用>(1456),0x026A9738
挥洒<通用>(1455),0x026A9AB0
凝华<通用>(1454),0x026A9E28
沸腾<通用>(1453),0x026AA1A0
迷茫<计都>(1452),0x026AA518
忏悔<计都>(1451),0x026AA9C2
厄运<计都>(1450),0x026AAE08
锋利<计都>(1449),0x026AB286
闪避<计都>(1447),0x026ABAC4
喝言<罗候>(1445),0x026AC432
禁锢<罗候>(1444),0x026AC8E0
宿命<罗候>(1443),0x026ACD8C
妄言<罗候>(1441),0x026AD56C
沉沦<土曜>(1439),0x026ADE96
追迹<土曜>(1438),0x026AE2DC
伤痕<土曜>(1437),0x026AE70A
地祝<土曜>(1435),0x026AF0CA
真火<火曜>(1433),0x026CDF36
灼热<火曜>(1432),0x026CE37C
酝酿<火曜>(1431),0x026CE80E
贯通<火曜>(1430),0x026CEBAA
火甲<火曜>(1429),0x026CF0AC
思虑<水曜>(1428),0x026CF4BE
波纹<水曜>(1426),0x026CFDBC
预言<水曜>(1425),0x026D01DE
甘泉<水曜>(1423),0x026D0B74
疲惫<木曜>(1422),0x026D1068
明灭<木曜>(1420),0x026D1A26
猛击<木曜>(1419),0x026D1E68
曜灵<木曜>(1417),0x026D27F2
刺耳<金曜>(1415),0x026D3466
撕裂<金曜>(1414),0x026D38EE
全力<金曜>(1413),0x026D3D56
芒刺<金曜>(1411),0x026D46A2
淡月<月曜>(1409),0x026D4FF0
贯注<月曜>(1407),0x026D58F2
新月<月曜>(1405),0x026D61CE
神聚<日曜>(1403),0x026D6AE0
光辉<日曜>(1402),0x026D7000
闪耀<日曜>(1401),0x026D743A
守护<日曜>(1399),0x026D7CAA
天罡舍利(1358),0x026F7076
金光舍利(1357),0x026F745A
战天舍利(1356),0x026F787A
天之骄子(1355),0x026F7A50
精灵技能1(1354),0x026F7C78
WHATSYOURNAME(1324),0x026FC506
弹射滚石(1323),0x026FC758
挫志沙暴(1322),0x026FCAE4
巨石震击(1321),0x026FCF04
聚沙成石(1320),0x026FD15E
砂石护甲(1319),0x026FD558
胆小如鼠(1318),0x026FD9AE
幽击：玄(1317),0x026FDE84
碎刃：玄(1316),0x026FE344
沙铠：玄(1315),0x026FE6F0
逆魔：玄(1314),0x026FEB96
曾记否：玄(1313),0x026FF2D2
再回首：玄(1312),0x026FF6A4
晚来秋：玄(1311),0x026FFB1C
几多愁：玄(1310),0x026FFFA0
舍身大愿：玄(1309),0x0270051A
轮回幻境：玄(1308),0x02700A5C
天外佛光：玄(1307),0x02700DC4
破魔迦蓝：玄(1306),0x02701270
空返：玄(1305),0x0271D902
九变：玄(1304),0x0271DE2A
奈何：玄(1303),0x0271E142
龙啸：玄(1302),0x0271E554
五雷天劫：玄(1301),0x0271EA2E
太阴冰咒：玄(1300),0x0271EEBA
幻光圣天：玄(1299),0x0271F298
八荒真火：玄(1298),0x0271F78E
凶狠一击(1297),0x0271FBEE
攻城石灵自爆(1296),0x0271FF9C
攻城兽妖BOSS(1295),0x0272023C
